Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Viewer,Black,1.65,31,F,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,972,253,1059,430,Walking
Viewer,Native,1.68,29,F,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,96,238,191,464,Walking
Viewer,Native,1.70,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,237,248,326,492,Walking
Viewer,Black,1.69,42,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,332,244,416,470,Walking
Viewer,White,1.72,44,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,400,251,480,488,Walking
Viewer,Native,1.71,23,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,416,201,457,309,Walking
Viewer,Black,1.66,46,M,Helmet|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,544,221,615,491,Walking
Viewer,White,1.68,28,M,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,591,248,689,565,Walking
Viewer,Native,1.67,19,F,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,665,197,736,490,Walking
Viewer,Black,1.70,21,M,Helmet|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,755,204,787,332,Walking
Viewer,Black,1.68,23,M,Face mask,T-shirt,Pants,N.I,None,No,No,None,Moving,779,193,883,527,Walking
Viewer,Native,1.69,33,M,Face mask,Coat,Shorts,N.I,None,No,No,None,Moving,850,169,939,410,Walking
Viewer,Native,1.68,45,M,Face mask,T-shirt,Shorts,N.I,None,No,No,None,Moving,931,182,984,487,Walking
Viewer,Native,1.70,21,M,Helmet|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,984,184,1075,549,Walking
Viewer,Native,1.68,28,F,Face shield|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,1042,180,1118,535,Walking
